p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	cellline
MAN1A22	4.88127449361205e-23	0.146992640079132	0.841	0.646	1.2207091253625e-18	F	MAN1A2	mb231
VPS45	5.08127701036468e-23	0.122179208230931	0.712	0.506	1.270725754752e-18	F	VPS45	mb231
UBR31	5.21025213592214e-23	0.136404281111136	0.905	0.739	1.30297985415141e-18	F	UBR3	mb231
ALG81	5.26861940360983e-23	0.148958709832869	0.792	0.591	1.31757634045475e-18	F	ALG8	mb231
DPYD3	5.33788342772775e-23	0.105970259173424	0.995	0.94	1.33489788760616e-18	F	DPYD	mb231
DHX36	5.3558085923891e-23	0.110289416008248	0.763	0.546	1.33938061278467e-18	F	DHX36	mb231
TMEM331	5.79672575980327e-23	0.151756295733611	0.765	0.567	1.4496451780116e-18	F	TMEM33	mb231
CLIP11	5.81774486741484e-23	0.13525461092127	0.96	0.84	1.4549016364431e-18	F	CLIP1	mb231
KPNA1	6.08387124145491e-23	0.152235787038051	0.849	0.661	1.52145452006304e-18	F	KPNA1	mb231
LAMB11	6.76848563227958e-23	0.132316959435246	0.935	0.783	1.69266288692048e-18	F	LAMB1	mb231
YTHDC2	7.01468920456184e-23	0.116083558222404	0.729	0.523	1.75423347627683e-18	F	YTHDC2	mb231
CAPN71	1.02208558310645e-22	0.118167270003988	0.804	0.596	2.55603162623262e-18	F	CAPN7	mb231
RTTN	1.08139836370365e-22	0.119052391382503	0.725	0.532	2.70436102795008e-18	F	RTTN	mb231
MTATP6P11	1.11956629746483e-22	0.121345385351243	0.812	0.597	2.79981139670004e-18	F	MTATP6P1	mb231
NCBP1	1.12393784209109e-22	0.143712882232492	0.735	0.532	2.81074375550139e-18	F	NCBP1	mb231
MRPS27	1.21328672816026e-22	0.156797441133654	0.825	0.624	3.03418744978317e-18	F	MRPS27	mb231
DCP2	1.22225891322113e-22	0.151600891553949	0.74	0.556	3.0566250901834e-18	F	DCP2	mb231
TBC1D51	1.22482724741295e-22	0.126303713017568	0.933	0.779	3.0630479803303e-18	F	TBC1D5	mb231
PHIP1	1.30576613687464e-22	0.142322208321404	0.927	0.795	3.26545995509609e-18	F	PHIP	mb231
COX10-DT	1.46052512325978e-22	0.104270971325953	0.608	0.43	3.65248122824805e-18	F	COX10-DT	mb231
AZIN11	1.48510676298227e-22	0.141955657007117	0.91	0.764	3.71395499286605e-18	F	AZIN1	mb231
LIN54	1.51047820986574e-22	0.136114928020208	0.703	0.521	3.77740390723224e-18	F	LIN54	mb231
DDX46	1.69668490232398e-22	0.139642065432747	0.966	0.87	4.24306960373181e-18	F	DDX46	mb231
SLC25A372	1.80798942287688e-22	0.13543303690421	0.903	0.74	4.52141994873051e-18	F	SLC25A37	mb231
LIG1	1.81317968306462e-22	0.138027180878989	0.698	0.517	4.534399751408e-18	F	LIG1	mb231
ASXL1	1.83191102224871e-22	0.146176641960401	0.955	0.839	4.58124308443956e-18	F	ASXL1	mb231
WDR75	1.85145991373219e-22	0.120138995493742	0.714	0.507	4.63013095226146e-18	F	WDR75	mb231
IGF2BP31	1.86067205052296e-22	0.156133346710039	0.908	0.754	4.65316866394783e-18	F	IGF2BP3	mb231
SUCLA2	1.87012258107274e-22	0.120947445069611	0.634	0.445	4.67680255074671e-18	F	SUCLA2	mb231
MSANTD21	1.8757799357381e-22	0.138432321398576	0.813	0.611	4.69095046329384e-18	F	MSANTD2	mb231
MCM71	1.90353432953837e-22	0.146155004099594	0.83	0.642	4.76035865130956e-18	F	MCM7	mb231
SHLD2	2.12252578049223e-22	0.154893413035559	0.878	0.701	5.30801247185496e-18	F	SHLD2	mb231
ZNF800	2.12268943168534e-22	0.10519439912769	0.662	0.469	5.30842173075871e-18	F	ZNF800	mb231
RPRD21	2.3303802830645e-22	0.151365944560995	0.821	0.628	5.8278150118877e-18	F	RPRD2	mb231
IPO11	2.68872964161146e-22	0.150777323242699	0.821	0.638	6.72397508774194e-18	F	IPO11	mb231
S100A16	3.12660295320447e-22	0.125065949426847	0.65	0.464	7.81900866537373e-18	F	S100A16	mb231
SCFD12	3.12889894301645e-22	0.129626439004397	0.869	0.676	7.82475047669554e-18	F	SCFD1	mb231
AP1M1	3.49490889393327e-22	0.131441116306696	0.687	0.486	8.74006816194831e-18	F	AP1M1	mb231
BLTP14	3.92448856566794e-22	0.133631167641098	0.92	0.778	9.81436100502239e-18	F	BLTP1	mb231
ZNF2541	3.94251512110945e-22	0.125897965450798	0.758	0.56	9.85944181487051e-18	F	ZNF254	mb231
CTR9	4.09827315428682e-22	0.100610972726534	0.685	0.486	1.02489615042405e-17	F	CTR9	mb231
PRIM2	4.35119279463722e-22	0.142224703872813	0.951	0.864	1.08814629408288e-17	F	PRIM2	mb231
TMPO1	4.51820325914431e-22	0.154430918771193	0.951	0.836	1.12991227104681e-17	F	TMPO	mb231
PCNX11	4.52232511197966e-22	0.136411831343617	0.921	0.778	1.13094306400387e-17	F	PCNX1	mb231
NDE1	4.55063419890737e-22	0.161044711984169	0.62	0.447	1.13802260046275e-17	F	NDE1	mb231
GINS1	4.81052006944875e-22	0.119182502671745	0.646	0.459	1.20301485896774e-17	F	GINS1	mb231
GBF1	4.87040515536182e-22	0.136713433977038	0.937	0.803	1.21799092125288e-17	F	GBF1	mb231
PPP2R5C1	5.92269168556746e-22	0.166254228504236	0.894	0.725	1.48114673672671e-17	F	PPP2R5C	mb231
PIGK	6.03518039148833e-22	0.110002913962655	0.692	0.491	1.5092779123034e-17	F	PIGK	mb231
SPIDR1	6.2209960180933e-22	0.139205139595634	0.958	0.845	1.55574668420477e-17	F	SPIDR	mb231
RNF34	6.33672202518206e-22	0.118290245353817	0.699	0.501	1.58468744405753e-17	F	RNF34	mb231
SIN3A	6.52943973535542e-22	0.121458049144757	0.715	0.522	1.63288228901768e-17	F	SIN3A	mb231
RFC1	7.50125396657365e-22	0.137947080760512	0.88	0.695	1.87591359196074e-17	F	RFC1	mb231
CLOCK1	7.67659868268002e-22	0.141654240132887	0.921	0.767	1.91976379856462e-17	F	CLOCK	mb231
AKT2	8.60328852633808e-22	0.11654367186718	0.638	0.447	2.15151039466663e-17	F	AKT2	mb231
LAMTOR5-AS1	9.16502052888039e-22	0.110630244050705	0.635	0.45	2.29198833386241e-17	F	LAMTOR5-AS1	mb231
HNRNPC1	1.11361897209973e-21	0.10364575765385	0.997	0.964	2.78493832542701e-17	F	HNRNPC	mb231
CUL2	1.13768769799077e-21	0.131918906631558	0.794	0.592	2.84512939513532e-17	F	CUL2	mb231
POGZ	1.15052506765948e-21	0.141443862643378	0.851	0.665	2.87723308920282e-17	F	POGZ	mb231
XRN21	1.25814915915976e-21	0.142775157910708	0.962	0.848	3.14637941722673e-17	F	XRN2	mb231
CRCP	1.26616560921187e-21	0.119051745218787	0.664	0.467	3.16642695551704e-17	F	CRCP	mb231
GMNN	1.28621516220382e-21	0.14288457928937	0.788	0.601	3.21656687763932e-17	F	GMNN	mb231
AVL9	1.33577657353429e-21	0.136557203581584	0.846	0.654	3.34051005509456e-17	F	AVL9	mb231
FANCC1	1.36353519720911e-21	0.135797287681638	0.803	0.618	3.40992882118055e-17	F	FANCC	mb231
RPL301	1.48817015948211e-21	0.13932187060332	0.857	0.683	3.72161593483286e-17	F	RPL30	mb231
ERCC6L2	1.58223890338299e-21	0.132534288154463	0.88	0.704	3.95686304958018e-17	F	ERCC6L2	mb231
USP42	1.73183997089382e-21	0.119045542607692	0.757	0.553	4.33098539921127e-17	F	USP4	mb231
FARS21	1.92005976212153e-21	0.129655656572212	0.958	0.829	4.80168545311352e-17	F	FARS2	mb231
MFSD14B	1.97293494895626e-21	0.109561204024786	0.634	0.446	4.93391572034982e-17	F	MFSD14B	mb231
NHS	2.26029799130984e-21	0.156107968650664	0.945	0.831	5.65255321666764e-17	F	NHS	mb231
GAS51	2.28924300826986e-21	0.109800507690563	0.769	0.571	5.72493891508126e-17	F	GAS5	mb231
ARHGEF11	2.52691091265813e-21	0.12262623414759	0.725	0.534	6.31929881037546e-17	F	ARHGEF11	mb231
KIF4A2	2.57917350254937e-21	0.208497861127743	0.765	0.627	6.44999709517545e-17	F	KIF4A	mb231
ABCE12	2.7456878504006e-21	0.137565747484571	0.909	0.748	6.86641617628183e-17	F	ABCE1	mb231
QKI1	2.82517827356546e-21	0.100572582845629	0.903	0.733	7.06520582653251e-17	F	QKI	mb231
NUP581	3.04098992656554e-21	0.131027437841213	0.834	0.651	7.6049076083551e-17	F	NUP58	mb231
SLC35F2	3.28481196836211e-21	0.112518245520269	0.646	0.457	8.21465777047997e-17	F	SLC35F2	mb231
EMC3	3.31916472441094e-21	0.100860559535196	0.617	0.43	8.30056714280688e-17	F	EMC3	mb231
SDAD11	3.49173742066687e-21	0.14323717486168	0.841	0.647	8.7321369416037e-17	F	SDAD1	mb231
ADRM1	3.66767926057856e-21	0.118866403461302	0.712	0.515	9.17213229485486e-17	F	ADRM1	mb231
PIGL	3.772812899771e-21	0.112299098413067	0.622	0.439	9.43505049974731e-17	F	PIGL	mb231
CAD1	3.88891335361984e-21	0.135166512583602	0.714	0.524	9.7253945147325e-17	F	CAD	mb231
PCM11	4.28495379523577e-21	0.13627116839637	0.963	0.871	1.07158124511256e-16	F	PCM1	mb231
PABPN1	4.50569008597128e-21	0.133463187574043	0.766	0.564	1.1267829766997e-16	F	PABPN1	mb231
FCHO23	4.84945357133139e-21	0.127098807450068	0.831	0.637	1.21275134911855e-16	F	FCHO2	mb231
QSER1	5.16127769338398e-21	0.183524040484657	0.871	0.719	1.29073232556147e-16	F	QSER1	mb231
DCUN1D41	5.8454049907997e-21	0.120001574604898	0.799	0.597	1.46181888009919e-16	F	DCUN1D4	mb231
KIAA1328	6.10974803331361e-21	0.11923285031857	0.635	0.464	1.52792578817107e-16	F	KIAA1328	mb231
UQCRB2	6.49605693091137e-21	0.124921445769888	0.766	0.571	1.62453391728232e-16	F	UQCRB	mb231
AP3M1	6.91870150051997e-21	0.10727383401198	0.654	0.46	1.73022887125003e-16	F	AP3M1	mb231
BTBD101	7.35028250692319e-21	0.148758158359568	0.799	0.621	1.83815864933135e-16	F	BTBD10	mb231
LRRC8A	8.28286025124947e-21	0.104764640997113	0.671	0.48	2.07137769163247e-16	F	LRRC8A	mb231
ERH	9.16668224109978e-21	0.124844745873443	0.818	0.618	2.29240389485423e-16	F	ERH	mb231
RPL291	1.05617541749402e-20	0.130843079319143	0.831	0.646	2.64128348406905e-16	F	RPL29	mb231
ANAPC12	1.10650691901624e-20	0.15547294647174	0.867	0.698	2.76715250307581e-16	F	ANAPC1	mb231
ANKRD261	1.19631784097845e-20	0.131019883316986	0.845	0.653	2.9917516567189e-16	F	ANKRD26	mb231
DNAJB62	1.26642092112365e-20	0.125705094936475	0.974	0.881	3.16706543954602e-16	F	DNAJB6	mb231
UQCC1	1.28141164324072e-20	0.130922929175707	0.844	0.655	3.2045542374164e-16	F	UQCC1	mb231
CEP164	1.39019562277717e-20	0.119535739416841	0.735	0.538	3.47660121344114e-16	F	CEP164	mb231
SLC25A131	1.39127470768388e-20	0.135655604658447	0.856	0.675	3.47929978897586e-16	F	SLC25A13	mb231
TMEM2452	1.45652048193245e-20	0.14005017860656	0.948	0.832	3.64246642121666e-16	F	TMEM245	mb231
INVS2	1.49473146168127e-20	0.116916850602631	0.87	0.682	3.73802443937252e-16	F	INVS	mb231
STT3B1	1.56716367801249e-20	0.116954272150821	0.927	0.78	3.91916292597362e-16	F	STT3B	mb231
ARFIP12	1.62421100815811e-20	0.112383824574254	0.79	0.589	4.06182688920179e-16	F	ARFIP1	mb231
TMEM87A	1.64821016704631e-20	0.103600969105584	0.758	0.56	4.12184398574941e-16	F	TMEM87A	mb231
TXN1	1.87917284448232e-20	0.145702165640134	0.888	0.73	4.69943544948139e-16	F	TXN	mb231
TPM4	2.12941825716296e-20	0.12707633111757	0.988	0.938	5.32524917751314e-16	F	TPM4	mb231
PCGF53	2.21314924503629e-20	0.129796883272453	0.871	0.687	5.53464363198676e-16	F	PCGF5	mb231
LMNB1	2.32427475735125e-20	0.149400376952701	0.788	0.617	5.81254631318402e-16	F	LMNB1	mb231
U2AF21	2.40111476886748e-20	0.134559103058203	0.842	0.644	6.0047078139838e-16	F	U2AF2	mb231
TCERG1	2.57666797809093e-20	0.129126944672408	0.95	0.823	6.4437312796098e-16	F	TCERG1	mb231
ASCC32	2.69254624753851e-20	0.123518735359932	0.927	0.782	6.73351965584432e-16	F	ASCC3	mb231
MYO9B	2.79477157818144e-20	0.137251450674033	0.871	0.703	6.98916476271614e-16	F	MYO9B	mb231
SLC43A31	3.24150850147914e-20	0.145580816653331	0.883	0.724	8.10636446049904e-16	F	SLC43A3	mb231
KHSRP1	3.56334770867949e-20	0.133856202143158	0.832	0.635	8.91121994986567e-16	F	KHSRP	mb231
PHACTR41	3.92944240718523e-20	0.125155778965218	0.867	0.7	9.82674957188883e-16	F	PHACTR4	mb231
RNGTT	4.01510660159748e-20	0.118088945211951	0.829	0.639	1.0040978589275e-15	F	RNGTT	mb231
GSK3B2	4.10479697066011e-20	0.132210362740792	0.871	0.712	1.02652762642268e-15	F	GSK3B	mb231
GMPS	4.14746260377212e-20	0.144818087195155	0.857	0.684	1.03719744795133e-15	F	GMPS	mb231
ACTL6A	4.37054061346407e-20	0.132963415807105	0.755	0.563	1.0929847966151e-15	F	ACTL6A	mb231
SEPTIN91	5.89912251067577e-20	0.10120406313191	0.985	0.915	1.4752525574698e-15	F	SEPTIN9	mb231
KATNBL1	6.14450533968179e-20	0.100544784883943	0.686	0.491	1.53661789534762e-15	F	KATNBL1	mb231
SRSF61	6.73983315739907e-20	0.128939714995354	0.898	0.729	1.68549747600236e-15	F	SRSF6	mb231
SEC23IP	7.44272614877526e-20	0.107484963183318	0.738	0.537	1.86127695528572e-15	F	SEC23IP	mb231
MAP3K7	8.23325950259406e-20	0.109717997607912	0.629	0.448	2.05897353640872e-15	F	MAP3K7	mb231
NCAPG1	8.99149131106062e-20	0.184296669997862	0.821	0.711	2.24859214707004e-15	F	NCAPG	mb231
PHTF21	9.07193139765586e-20	0.129587516315445	0.792	0.621	2.26870860392578e-15	F	PHTF2	mb231
DNM1L3	9.4237317220151e-20	0.116408420884815	0.868	0.681	2.35668682904154e-15	F	DNM1L	mb231
ENSG000002849061	9.80808344455343e-20	0.250453541458729	0.817	0.709	2.45280550781392e-15	F	ENSG00000284906	mb231
TAB22	1.00754848527775e-19	0.104780125443088	0.814	0.613	2.51967725198259e-15	F	TAB2	mb231
NOL101	1.05712992502549e-19	0.100778688827033	0.73	0.527	2.64367051650373e-15	F	NOL10	mb231
XPO4	1.14108777161766e-19	0.113543243069092	0.768	0.559	2.85363229926143e-15	F	XPO4	mb231
ERLIN1	1.15175140380542e-19	0.124507482542823	0.807	0.616	2.8802999106366e-15	F	ERLIN1	mb231
BIRC62	1.28832447871149e-19	0.112719005369371	0.979	0.902	3.2218418563617e-15	F	BIRC6	mb231
TNRC6A1	1.33076733072638e-19	0.119275807485927	0.934	0.791	3.32798294068053e-15	F	TNRC6A	mb231
NUP98	1.40060730590669e-19	0.137761309251414	0.947	0.827	3.50263875061144e-15	F	NUP98	mb231
MYADM1	1.44317431596733e-19	0.147930066187757	0.804	0.625	3.60909032937111e-15	F	MYADM	mb231
UBE2D32	1.66178858059781e-19	0.110492712681269	0.96	0.837	4.15580088235899e-15	F	UBE2D3	mb231
SRSF101	1.94895136014915e-19	0.11876259586095	0.974	0.887	4.873937561461e-15	F	SRSF10	mb231
RANBP9	2.03490507323348e-19	0.110027876946374	0.844	0.665	5.08889060714229e-15	F	RANBP9	mb231
CHD82	2.24714377455458e-19	0.102019914351215	0.895	0.723	5.61965715140609e-15	F	CHD8	mb231
LAMA52	2.29646863184314e-19	0.158508071524464	0.9	0.755	5.74300875451333e-15	F	LAMA5	mb231
CEP85	2.54212844923533e-19	0.114614722127627	0.649	0.467	6.35735482584772e-15	F	CEP85	mb231
MRE111	2.73208024949751e-19	0.126802737619834	0.817	0.644	6.83238628794337e-15	F	MRE11	mb231
EIF4B2	2.79734648555361e-19	0.119630277001425	0.959	0.849	6.99560409107248e-15	F	EIF4B	mb231
CLSPN1	2.84847775647626e-19	0.133260961646251	0.87	0.727	7.12347317339584e-15	F	CLSPN	mb231
UBR52	3.04109334046076e-19	0.105059313314139	0.982	0.907	7.60516622582428e-15	F	UBR5	mb231
CDCA2	3.63651558449121e-19	0.226817009497382	0.618	0.495	9.09419817369562e-15	F	CDCA2	mb231
SGO1	3.87782829480901e-19	0.167880563367034	0.653	0.5	9.69767299965838e-15	F	SGO1	mb231
ATF6	3.97719856176338e-19	0.136827657949322	0.869	0.7	9.94617816325785e-15	F	ATF6	mb231
STX161	4.55497396866523e-19	0.131147673161698	0.778	0.586	1.1391078900838e-14	F	STX16	mb231
CTDSPL21	4.89386540129463e-19	0.126478338154047	0.833	0.652	1.22385785955576e-14	F	CTDSPL2	mb231
ROCK21	4.98960315036934e-19	0.107345556035919	0.959	0.85	1.24779995584436e-14	F	ROCK2	mb231
GNPNAT1	5.69363101485541e-19	0.103134009278805	0.683	0.492	1.42386324419504e-14	F	GNPNAT1	mb231
TRPM7	5.93010052631076e-19	0.118809675437992	0.831	0.645	1.48299953961979e-14	F	TRPM7	mb231
SCYL21	6.08053321242585e-19	0.115665044185313	0.726	0.535	1.52061974576346e-14	F	SCYL2	mb231
MED15	6.10685562284476e-19	0.138815685114333	0.819	0.634	1.52720245416102e-14	F	MED15	mb231
CLASP12	6.70774624731927e-19	0.121035355235094	0.95	0.819	1.6774731815296e-14	F	CLASP1	mb231
TNKS1	6.90621554925625e-19	0.125109706875982	0.842	0.654	1.727106384558e-14	F	TNKS	mb231
ACBD61	7.78686884571506e-19	0.113406152026144	0.886	0.706	1.94734016093642e-14	F	ACBD6	mb231
FRYL1	8.82581079270917e-19	0.110078133047079	0.979	0.913	2.20715876304071e-14	F	FRYL	mb231
TM9SF4	9.5612903609271e-19	0.127952807639477	0.843	0.66	2.39108749346065e-14	F	TM9SF4	mb231
VPS292	1.07655118265089e-18	0.114569799186674	0.757	0.558	2.69223919757334e-14	F	VPS29	mb231
PDS5A	1.08484882907362e-18	0.110375084613204	0.981	0.902	2.7129899517473e-14	F	PDS5A	mb231
PAN3	1.16406199286648e-18	0.115995890356819	0.87	0.695	2.91108623176048e-14	F	PAN3	mb231
CTSC	1.23864747289522e-18	0.101658435730191	0.637	0.459	3.09760960021637e-14	F	CTSC	mb231
TAF1B1	1.35589325727624e-18	0.108615435472957	0.784	0.591	3.39081785779643e-14	F	TAF1B	mb231
ECT21	1.8397746133801e-18	0.128147011916063	0.969	0.883	4.60090835314096e-14	F	ECT2	mb231
KIAA05861	1.90859089597278e-18	0.150367258545207	0.859	0.696	4.77300411264872e-14	F	KIAA0586	mb231
FAM111A	2.05596991464006e-18	0.110367415096288	0.661	0.503	5.14156956253186e-14	F	FAM111A	mb231
NDUFA10	2.25069289632293e-18	0.100764152196746	0.675	0.49	5.62853279512439e-14	F	NDUFA10	mb231
BTAF1	2.54362681223301e-18	0.113760988763882	0.854	0.675	6.3611019320323e-14	F	BTAF1	mb231
EXOC42	2.94751587586566e-18	0.112112264692298	0.982	0.907	7.37114770236485e-14	F	EXOC4	mb231
RBM26	3.09868067215308e-18	0.13812342151983	0.91	0.757	7.74918062492043e-14	F	RBM26	mb231
BTF31	3.47444792941824e-18	0.129306712254515	0.874	0.71	8.68889938188914e-14	F	BTF3	mb231
VPS13D1	3.60143370907992e-18	0.102600993372437	0.82	0.64	9.00646541966706e-14	F	VPS13D	mb231
CDK173	3.64553651238056e-18	0.108956925438305	0.766	0.58	9.1167577101613e-14	F	CDK17	mb231
SLC39A9	3.89082411269159e-18	0.110194199542988	0.744	0.55	9.73017294101913e-14	F	SLC39A9	mb231
TAF31	3.94547811890874e-18	0.119553358886946	0.828	0.647	9.86685167976697e-14	F	TAF3	mb231
SUGP21	4.01893905384742e-18	0.136675420186017	0.898	0.745	1.00505627858616e-13	F	SUGP2	mb231
UAP1	4.1560157931036e-18	0.148344982039291	0.744	0.563	1.03933642953935e-13	F	UAP1	mb231
SRSF1	4.30690259926617e-18	0.122879383708519	0.952	0.828	1.07707020202448e-13	F	SRSF1	mb231
SF3B31	4.48614228233678e-18	0.127542241976263	0.884	0.71	1.12189446196678e-13	F	SF3B3	mb231
NOP561	5.32113924252264e-18	0.127362810983411	0.943	0.817	1.33071050177006e-13	F	NOP56	mb231
BMP2K	7.00407105380609e-18	0.111499494058474	0.838	0.661	1.75157808913583e-13	F	BMP2K	mb231
CWF19L2	7.42010658896144e-18	0.130471243967961	0.781	0.611	1.85562025576748e-13	F	CWF19L2	mb231
WAC	1.10598808050745e-17	0.106159940923217	0.974	0.887	2.76585499173304e-13	F	WAC	mb231
EEF1AKMT2	1.20203246768168e-17	0.107037873103745	0.733	0.541	3.00604279517834e-13	F	EEF1AKMT2	mb231
BPTF2	1.37143639114701e-17	0.117466151036488	0.962	0.853	3.42968812698045e-13	F	BPTF	mb231
WDR36	1.42521934959741e-17	0.104865804798772	0.829	0.638	3.56418854947319e-13	F	WDR36	mb231
AGO21	1.81661398473667e-17	0.11105211898405	0.904	0.749	4.54298825302947e-13	F	AGO2	mb231
NELFCD	1.94796420981997e-17	0.106888063522259	0.757	0.553	4.87146889591778e-13	F	NELFCD	mb231
MARK31	2.1096997243622e-17	0.11669036584375	0.908	0.765	5.27593707068499e-13	F	MARK3	mb231
ASXL22	2.36793151646323e-17	0.112424359464663	0.852	0.682	5.92172313637124e-13	F	ASXL2	mb231
KNL11	2.50839859746662e-17	0.195429625953631	0.78	0.647	6.27300321254452e-13	F	KNL1	mb231
STK4	3.00858855072382e-17	0.114745459277679	0.887	0.717	7.52387824765012e-13	F	STK4	mb231
SEC631	3.36990900666992e-17	0.110097148233192	0.879	0.701	8.42746844388013e-13	F	SEC63	mb231
METTL15	4.04107160256684e-17	0.112154773511718	0.921	0.769	1.01059118636991e-12	F	METTL15	mb231
RANGAP1	4.75052928898916e-17	0.119487663157747	0.731	0.557	1.18801236459041e-12	F	RANGAP1	mb231
CTCF	5.09418740941266e-17	0.116525482539468	0.695	0.521	1.27395438734592e-12	F	CTCF	mb231
EIF3L	5.29059358775234e-17	0.105054836219083	0.745	0.558	1.3230716444251e-12	F	EIF3L	mb231
TBL1X2	5.89697150353053e-17	0.129269424136381	0.933	0.82	1.47471463360292e-12	F	TBL1X	mb231
UBE2G2	1.05473713857189e-16	0.10007644422605	0.75	0.562	2.63768663614059e-12	F	UBE2G2	mb231
TRIM251	1.2737601304199e-16	0.111154923179835	0.772	0.59	3.18541933415408e-12	F	TRIM25	mb231
TRRAP1	1.33579272376404e-16	0.105400889076083	0.933	0.795	3.34055044358912e-12	F	TRRAP	mb231
H2AZ21	1.48130218889106e-16	0.112738911981765	0.924	0.798	3.70444051397877e-12	F	H2AZ2	mb231
CUL31	1.48738776992916e-16	0.105419861624139	0.857	0.687	3.71965933503884e-12	F	CUL3	mb231
PSMD1	1.61461631292661e-16	0.109325308503605	0.935	0.805	4.03783247536686e-12	F	PSMD1	mb231
VIRMA1	1.8455532298392e-16	0.101180074531849	0.818	0.63	4.61535951718187e-12	F	VIRMA	mb231
NUP1551	1.88377292266152e-16	0.115526283496198	0.887	0.717	4.71093932499194e-12	F	NUP155	mb231
USP11	2.28748448586162e-16	0.119425897923262	0.894	0.757	5.72054120224274e-12	F	USP1	mb231
LMNB2	2.36615487587668e-16	0.117159479961281	0.834	0.678	5.91728011359239e-12	F	LMNB2	mb231
H1-21	2.4831336059956e-16	0.243171232500035	0.837	0.701	6.20982052187379e-12	F	H1-2	mb231
ATE12	2.77704391030888e-16	0.107269672663705	0.835	0.644	6.94483141090045e-12	F	ATE1	mb231
RPA11	4.72588223502674e-16	0.109536301985979	0.865	0.702	1.18184862933549e-11	F	RPA1	mb231
ARF41	4.93336262022541e-16	0.101885292537116	0.942	0.831	1.23373532406597e-11	F	ARF4	mb231
SYPL11	7.13342292394169e-16	0.120416842012829	0.81	0.641	1.78392640481934e-11	F	SYPL1	mb231
DDX241	7.89533841900718e-16	0.115522083690314	0.903	0.748	1.97446623182531e-11	F	DDX24	mb231
CEP1921	8.89406102541185e-16	0.102887204370512	0.919	0.783	2.224226781235e-11	F	CEP192	mb231
COG51	9.18320452008576e-16	0.10744225130235	0.921	0.779	2.29653578638305e-11	F	COG5	mb231
DNAJC131	9.894193803327e-16	0.107574649834353	0.82	0.633	2.47433998633602e-11	F	DNAJC13	mb231
SEC61A1	1.00167221640494e-15	0.102584319619623	0.827	0.642	2.50498187878547e-11	F	SEC61A1	mb231
SRP91	1.40888904586273e-15	0.100268076863812	0.892	0.739	3.52334972589352e-11	F	SRP9	mb231
SKA22	1.48021947158347e-15	0.100975186362318	0.855	0.688	3.70173285453594e-11	F	SKA2	mb231
ACIN11	1.55630648291383e-15	0.108021277006626	0.956	0.841	3.89201125247091e-11	F	ACIN1	mb231
KRR11	1.58495927401695e-15	0.105957167935889	0.843	0.669	3.9636661524616e-11	F	KRR1	mb231
LIMA12	2.43598337790931e-15	0.103285308166623	0.834	0.669	6.09190723147559e-11	F	LIMA1	mb231
DNAJC9	3.54702149257633e-15	0.108720353824971	0.838	0.679	8.87039134863488e-11	F	DNAJC9	mb231
GTSE1	3.85336484350445e-15	0.17120747681253	0.637	0.511	9.63649480063593e-11	F	GTSE1	mb231
PTBP21	4.17879118013862e-15	0.103603605044336	0.935	0.798	1.04503209832907e-10	F	PTBP2	mb231
WDR331	4.57606398686895e-15	0.106204863833295	0.908	0.75	1.14438208183619e-10	F	WDR33	mb231
HM131	8.46271497892158e-15	0.100658806570025	0.965	0.871	2.11635576192871e-10	F	HM13	mb231
SCMH11	9.34326454095135e-15	0.101787730714402	0.951	0.827	2.33656359640111e-10	F	SCMH1	mb231
SLC2A11	9.97166004216884e-15	0.129629570774133	0.964	0.888	2.49371274334558e-10	F	SLC2A1	mb231
NUP2141	1.13770160958001e-14	0.106262682069678	0.914	0.783	2.84516418523769e-10	F	NUP214	mb231
EIF2S2	2.08370552968575e-14	0.104767847251797	0.947	0.824	5.21093078863812e-10	F	EIF2S2	mb231
SREK1	2.30880527563402e-14	0.100556459750698	0.968	0.876	5.77386023330556e-10	F	SREK1	mb231
RPN2	4.02822534637539e-14	0.104269531487746	0.918	0.791	1.00737859462156e-09	F	RPN2	mb231
OPA11	6.11751445491584e-14	0.111754063137981	0.915	0.764	1.52986801488535e-09	F	OPA1	mb231
TUBA1C2	7.06141131651922e-14	0.133994251078551	0.915	0.809	1.76591774203513e-09	F	TUBA1C	mb231
MCM31	1.46885886164996e-13	0.112303828170393	0.893	0.76	3.67332224121422e-09	F	MCM3	mb231
VPS13A1	2.38478542513135e-13	0.102354528432706	0.931	0.806	5.96387139116849e-09	F	VPS13A	mb231
KIF111	2.94549441062839e-13	0.169638106849839	0.844	0.74	7.36609242209947e-09	F	KIF11	mb231
KIF20B	2.08672479172177e-12	0.204341134617666	0.892	0.803	5.2184813591378e-08	F	KIF20B	mb231
IMMT1	7.03546351582312e-12	0.100239947885684	0.912	0.768	1.75942871603705e-07	F	IMMT	mb231
MELK	7.90366640182901e-12	0.107642325903195	0.846	0.731	1.9765488937694e-07	F	MELK	mb231
CKAP2L2	1.30656562933107e-11	0.129381494776886	0.703	0.58	3.26745932583114e-07	F	CKAP2L	mb231
NNT1	2.41521826452722e-11	0.100887390308473	0.879	0.735	6.03997783592968e-07	F	NNT	mb231
RACGAP12	3.64070449297485e-11	0.109298693865733	0.775	0.655	9.10467379603151e-07	F	RACGAP1	mb231
DLGAP51	8.67717948851090e-11	0.148046022279454	0.791	0.673	2.16998904648681e-06	F	DLGAP5	mb231
